# Spectral Data
# f in Hz A in dBV
0.000000 -14.050505
1.464844 -13.299937
2.929687 -12.667614
4.394531 -12.158621
5.859375 -11.730596
7.324219 -11.439429
8.789062 -11.255181
10.253906 -11.167565
11.718750 -11.125702
13.183594 -11.185375
14.648437 -11.286533
16.113281 -11.424848
17.578125 -11.562135
19.042969 -11.692611
20.507812 -11.805825
21.972656 -11.897202
23.437500 -11.942884
24.902344 -11.933558
26.367187 -11.933213
27.832031 -11.935169
29.296875 -11.970685
30.761719 -12.036410
32.226562 -12.124750
33.691406 -12.233002
35.156250 -12.362489
36.621094 -12.499766
38.085937 -12.616361
39.550781 -12.703513
41.015625 -12.752819
42.480469 -12.748154
43.945312 -12.737730
45.410156 -12.692056
46.875000 -12.627846
48.339844 -12.546045
49.804687 -12.465853
51.269531 -12.387216
52.734375 -12.307693
54.199219 -12.223723
55.664062 -12.177003
57.128906 -12.203774
58.593750 -12.277561
60.058594 -12.328262
61.523437 -12.396147
62.988281 -12.410666
64.453125 -12.386562
65.917969 -12.354418
67.382812 -12.292020
68.847656 -12.212931
70.312500 -12.149613
71.777344 -12.118436
73.242187 -12.069843
74.707031 -12.020032
76.171875 -11.994096
77.636719 -11.985539
79.101562 -12.006559
80.566406 -12.031732
82.031250 -12.072989
83.496094 -12.143531
84.960937 -12.194586
86.425781 -12.247041
87.890625 -12.333256
89.355469 -12.397348
90.820312 -12.458001
92.285156 -12.479244
93.750000 -12.519968
95.214844 -12.511867
96.679687 -12.515930
98.144531 -12.543087
99.609375 -12.555055
101.074219 -12.546762
102.539062 -12.546863
104.003906 -12.555903
105.468750 -12.550551
106.933594 -12.566872
108.398437 -12.584899
109.863281 -12.619747
111.328125 -12.628088
112.792969 -12.660742
114.257812 -12.683404
115.722656 -12.657223
117.187500 -12.598691
118.652344 -12.537689
120.117187 -12.480020
121.582031 -12.406897
123.046875 -12.286310
124.511719 -12.161429
125.976562 -11.990362
127.441406 -11.771233
128.906250 -11.571997
130.371094 -11.422843
131.835937 -11.299549
133.300781 -11.275164
134.765625 -11.341789
136.230469 -11.448710
137.695312 -11.641409
139.160156 -11.889627
140.625000 -12.125895
142.089844 -12.345694
143.554687 -12.548676
145.019531 -12.719376
146.484375 -12.846957
147.949219 -12.888508
149.414062 -12.942630
150.878906 -12.973352
152.343750 -12.972911
153.808594 -12.946934
155.273437 -12.918748
156.738281 -12.955085
158.203125 -13.067271
159.667969 -13.216498
161.132812 -13.322570
162.597656 -13.415944
164.062500 -13.466877
165.527344 -13.488856
166.992187 -13.493699
168.457031 -13.509316
169.921875 -13.556178
171.386719 -13.580522
172.851562 -13.573926
174.316406 -13.561218
175.781250 -13.558925
177.246094 -13.560324
178.710937 -13.562920
180.175781 -13.545437
181.640625 -13.517522
183.105469 -13.509958
184.570312 -13.486111
186.035156 -13.482400
187.500000 -13.479368
188.964844 -13.472779
190.429687 -13.460141
191.894531 -13.469727
193.359375 -13.445790
194.824219 -13.444059
196.289062 -13.426210
197.753906 -13.409402
199.218750 -13.362461
200.683594 -13.314831
202.148437 -13.274704
203.613281 -13.263993
205.078125 -13.246126
206.542969 -13.209223
208.007812 -13.162423
209.472656 -13.119143
210.937500 -13.092830
212.402344 -13.058518
213.867187 -13.032045
215.332031 -12.995536
216.796875 -12.953788
218.261719 -12.923639
219.726562 -12.886046
221.191406 -12.838865
222.656250 -12.819288
224.121094 -12.773106
225.585937 -12.740998
227.050781 -12.696878
228.515625 -12.655263
229.980469 -12.636984
231.445312 -12.595610
232.910156 -12.536112
234.375000 -12.473359
235.839844 -12.415836
237.304687 -12.390182
238.769531 -12.369233
240.234375 -12.336422
241.699219 -12.280003
243.164062 -12.221002
244.628906 -12.170596
246.093750 -12.119882
247.558594 -12.050278
249.023437 -11.974330
250.488281 -11.884071
251.953125 -11.801957
253.417969 -11.715909
254.882812 -11.615192
256.347656 -11.531232
257.812500 -11.450738
259.277344 -11.391323
260.742187 -11.356110
262.207031 -11.349498
263.671875 -11.372311
265.136719 -11.411729
266.601562 -11.506046
268.066406 -11.621456
269.531250 -11.767096
270.996094 -11.922912
272.460937 -12.070072
273.925781 -12.213813
275.390625 -12.365535
276.855469 -12.488526
278.320312 -12.589865
279.785156 -12.696111
281.250000 -12.813684
282.714844 -12.927304
284.179687 -13.021632
285.644531 -13.131017
287.109375 -13.186065
288.574219 -13.250932
290.039062 -13.323876
291.503906 -13.419504
292.968750 -13.499429
294.433594 -13.562529
295.898437 -13.637796
297.363281 -13.707288
298.828125 -13.769209
300.292969 -13.846533
301.757812 -13.917909
303.222656 -13.965913
304.687500 -14.002488
306.152344 -14.031927
307.617187 -14.077600
309.082031 -14.119358
310.546875 -14.177657
312.011719 -14.202594
313.476562 -14.233382
314.941406 -14.275084
316.406250 -14.286332
317.871094 -14.305431
319.335937 -14.329957
320.800781 -14.372081
322.265625 -14.431703
323.730469 -14.479415
325.195312 -14.488866
326.660156 -14.504204
328.125000 -14.513373
329.589844 -14.545465
331.054687 -14.551137
332.519531 -14.554262
333.984375 -14.560821
335.449219 -14.557158
336.914062 -14.575820
338.378906 -14.606307
339.843750 -14.633411
341.308594 -14.628931
342.773437 -14.635881
344.238281 -14.628580
345.703125 -14.605059
347.167969 -14.611538
348.632812 -14.608422
350.097656 -14.586239
351.562500 -14.488962
353.027344 -14.371365
354.492187 -14.290249
355.957031 -14.290229
357.421875 -14.320078
358.886719 -14.358496
360.351562 -14.382988
361.816406 -14.406957
363.281250 -14.398909
364.746094 -14.367863
366.210937 -14.335484
367.675781 -14.291550
369.140625 -14.235703
370.605469 -14.179809
372.070312 -14.129939
373.535156 -14.057932
375.000000 -14.004341
376.464844 -13.924224
377.929687 -13.855575
379.394531 -13.738273
380.859375 -13.605998
382.324219 -13.464516
383.789062 -13.309787
385.253906 -13.200063
386.718750 -13.060897
388.183594 -12.976220
389.648437 -12.956916
391.113281 -12.965539
392.578125 -13.030482
394.042969 -13.134300
395.507812 -13.223210
396.972656 -13.335253
398.437500 -13.428647
399.902344 -13.529227
401.367187 -13.628140
402.832031 -13.727482
404.296875 -13.819466
405.761719 -13.896711
407.226562 -13.944845
408.691406 -13.982526
410.156250 -14.041802
411.621094 -14.085652
413.085937 -14.111029
414.550781 -14.128493
